file_size,total_time_taken,average_time_taken
109,0.031459,0.0002886146788990826
110,0.058991,0.0005362818181818182
111,0.042652,0.00038425225225225226
112,0.060569,0.0005407946428571429
113,0.037392,0.00033090265486725666
114,0.041598,0.0003648947368421053
115,0.032471,0.00028235652173913046
116,0.042079,0.00036275
117,0.035412,0.00030266666666666663
118,0.05582,0.0004730508474576271
119,0.043472,0.0003653109243697479
120,0.038444,0.0003203666666666667
121,0.033589,0.00027759504132231406
122,0.057968,0.00047514754098360653
123,0.062715,0.0005098780487804879
124,0.04278,0.000345
125,0.036534,0.000292272
126,0.038716,0.00030726984126984127
127,0.034346,0.0002704409448818898
128,0.060657,0.0004738828125
129,0.042698,0.0003309922480620155
130,0.033609,0.00025853076923076923
131,0.03349,0.00025564885496183205
132,0.03946,0.00029893939393939393
133,0.033452,0.00025151879699248123
134,0.059621,0.0004449328358208955
135,0.053734,0.0003980296296296296
136,0.066376,0.0004880588235294118
137,0.038735,0.00028273722627737225
138,0.035385,0.00025641304347826085
139,0.060992,0.00043879136690647483
140,0.04572,0.00032657142857142856
141,0.039608,0.0002809078014184397
142,0.045608,0.0003211830985915493
143,0.034475,0.00024108391608391606
144,0.056978,0.0003956805555555556
145,0.033532,0.0002312551724137931
146,0.032674,0.00022379452054794522
147,0.033416,0.00022731972789115647
148,0.03147,0.00021263513513513512
149,0.030466,0.00020446979865771812
150,0.030477,0.00020318000000000002
151,0.032525,0.00021539735099337747
152,0.04274,0.0002811842105263158
153,0.032602,0.00021308496732026143
154,0.04169,0.0002707142857142857
155,0.035415,0.00022848387096774194
156,0.036705,0.00023528846153846156
157,0.037673,0.00023995541401273883
158,0.05773,0.00036537974683544303
159,0.05881,0.000369874213836478
160,0.0538,0.00033625
161,0.048733,0.0003026894409937888
162,0.042579,0.00026283333333333334
163,0.039348,0.00024139877300613497
164,0.048636,0.0002965609756097561
165,0.038542,0.00023358787878787878
166,0.034462,0.0002076024096385542
167,0.034494,0.0002065508982035928
168,0.038319,0.0002280892857142857
169,0.034534,0.0002043431952662722
170,0.043603,0.00025648823529411766
171,0.05882,0.0003439766081871345
172,0.053394,0.0003104302325581395
173,0.053822,0.0003111098265895954
174,0.06197,0.0003561494252873563
175,0.048568,0.0002775314285714286
176,0.059872,0.0003401818181818182
177,0.039911,0.0002254858757062147
178,0.038399,0.0002157247191011236
179,0.06865,0.0003835195530726257
180,0.05897,0.0003276111111111111
181,0.053042,0.00029304972375690606
182,0.073956,0.0004063516483516483
183,0.056941,0.00031115300546448086
184,0.045761,0.0002487010869565218
185,0.034513,0.00018655675675675678
186,0.033444,0.00017980645161290324
187,0.03438,0.00018385026737967916
188,0.030418,0.00016179787234042554
189,0.045628,0.00024141798941798942
190,0.040629,0.00021383684210526314
191,0.040604,0.000212586387434555
192,0.045571,0.00023734895833333334
193,0.044281,0.00022943523316062178
194,0.037552,0.00019356701030927837
